Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Lola35@yahoo.com,859-22-2521,1/1/1956,Bartell,Gonzalo,,M,123 RandStreet,Dallas,Texas,17001,(918) 282-6127 x05053,062-166-5167,Class A,Title Test,Active,4/3/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kiarra68@gmail.com,877-74-1000,3/20/1977,Waelchi,Daphne,,M,123 RandStreet,Dallas,Texas,17001,1-782-497-2294 x5276,117-412-7700,Class A,Title Test,Active,9/26/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Drew.Hessel15@yahoo.com,041-96-9756,11/19/1941,Thiel,Miguel,,F,123 RandStreet,Dallas,Texas,17001,712.582.4294 x0285,412-280-8018,Class A,Title Test,Active,3/6/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kaylie.Labadie@yahoo.com,507-02-8935,8/12/1976,Sporer,Felicita,,F,123 RandStreet,Dallas,Texas,17001,(471) 791-6369 x8210,722-997-3012,Class A,Title Test,Active,10/25/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Elsa_Swaniawski3@hotmail.com,226-14-2217,4/20/1998,Shields,Winona,,F,123 RandStreet,Dallas,Texas,17001,802.875.8667 x947,907-444-2879,Class A,Title Test,Active,10/14/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Palma.Langosh0@yahoo.com,888-06-5180,9/30/1954,Sauer,Sienna,,F,123 RandStreet,Dallas,Texas,17001,416-806-0125,416-954-3841,Class A,Title Test,Active,3/18/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Audie_Treutel45@hotmail.com,168-64-7254,2/6/1965,Hessel,Aleen,,M,123 RandStreet,Dallas,Texas,17001,(329) 558-9212 x6873,304-606-1707,Class A,Title Test,Active,12/30/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Mallie68@gmail.com,124-22-4894,6/9/1957,Schaden,Marina,,F,123 RandStreet,Dallas,Texas,17001,1-501-342-9162 x0317,161-758-8314,Class A,Title Test,Active,7/30/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Carey.Mueller45@yahoo.com,322-02-7230,4/9/1967,Carroll,Kelsie,,M,123 RandStreet,Dallas,Texas,17001,308.339.6663 x02701,332-056-2905,Class A,Title Test,Active,3/10/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Wyman54@hotmail.com,147-70-6511,9/30/1964,Hackett,Brenda,,M,123 RandStreet,Dallas,Texas,17001,543-821-8967 x1558,768-070-6365,Class A,Title Test,Active,8/30/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
