Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Alvina48@yahoo.com,794-26-2347,4/9/1972,Brown,Gunnar,,M,123 RandStreet,Dallas,Texas,17001,1-499-786-4225 x944,499-347-9300,Class A,Title Test,Active,10/22/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Lacy74@yahoo.com,256-41-9520,8/23/1945,Bahringer,Darlene,,M,123 RandStreet,Dallas,Texas,17001,1-626-772-0176 x7959,822-734-7261,Class A,Title Test,Active,10/19/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kassandra70@hotmail.com,574-88-1622,8/18/1947,Predovic,Hyman,,F,123 RandStreet,Dallas,Texas,17001,1-987-317-1977 x9426,568-881-8638,Class A,Title Test,Active,10/31/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Derick.Nolan@gmail.com,942-32-3889,1/10/1954,Glover,Misty,,M,123 RandStreet,Dallas,Texas,17001,466-433-1376 x182,214-286-2183,Class A,Title Test,Active,10/5/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jayme_Sipes@hotmail.com,789-69-6551,9/21/1955,Renner,Dereck,,M,123 RandStreet,Dallas,Texas,17001,785.741.2775 x2787,013-577-9874,Class A,Title Test,Active,11/6/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Brian.Altenwerth25@yahoo.com,781-65-6903,7/15/1941,Gislason,Dejah,,F,123 RandStreet,Dallas,Texas,17001,998-730-4923,857-633-6711,Class A,Title Test,Active,6/23/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Aurelia_Kemmer79@gmail.com,041-63-1823,9/6/1947,Mann-Mante,Rosina,,M,123 RandStreet,Dallas,Texas,17001,850.953.0734 x655,395-486-5825,Class A,Title Test,Active,7/28/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Avery.Keeling44@hotmail.com,796-24-2293,10/7/1974,Hagenes,Tyrique,,F,123 RandStreet,Dallas,Texas,17001,774.781.1374 x349,045-812-9990,Class A,Title Test,Active,12/29/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Syble_Hackett@gmail.com,408-04-4288,10/17/1960,Feeney,Jaclyn,,F,123 RandStreet,Dallas,Texas,17001,1-539-966-3821 x5021,939-108-0638,Class A,Title Test,Active,7/23/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jackie.Collins80@yahoo.com,181-99-9011,12/3/1971,Tremblay,Raegan,,F,123 RandStreet,Dallas,Texas,17001,325.719.3372 x21046,990-945-6938,Class A,Title Test,Active,10/17/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
