Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Andrew_Frami@yahoo.com,757-46-1526,6/5/1945,McCullough,Dustin,,F,123 RandStreet,Dallas,Texas,17001,497.742.6622,385-731-0253,Class A,Title Test,Active,8/6/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Elody90@gmail.com,314-97-3072,2/28/1989,Kilback,Muriel,,F,123 RandStreet,Dallas,Texas,17001,1-678-970-5641 x0651,180-210-3548,Class A,Title Test,Active,7/31/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Regan81@yahoo.com,051-24-3257,7/2/2013,Marks,Don,,M,123 RandStreet,Dallas,Texas,17001,(549) 927-4191,305-533-3063,Class A,Title Test,Active,9/20/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Destin_Kiehn@yahoo.com,411-78-5831,2/13/1981,Abernathy,Orion,,M,123 RandStreet,Dallas,Texas,17001,655.436.4266 x694,177-229-2797,Class A,Title Test,Active,10/4/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Brandy59@hotmail.com,124-25-9627,8/13/1942,McLaughlin,Alphonso,,M,123 RandStreet,Dallas,Texas,17001,378-992-0910,179-899-7942,Class A,Title Test,Active,4/10/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Elvera45@gmail.com,633-59-2060,2/24/1946,Welch,Elody,,M,123 RandStreet,Dallas,Texas,17001,423-436-1784 x0037,429-594-2560,Class A,Title Test,Active,3/15/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Alberta.Abernathy23@yahoo.com,796-29-5171,9/18/1961,Pagac,Rebeka,,M,123 RandStreet,Dallas,Texas,17001,489-200-4627 x95898,334-052-4376,Class A,Title Test,Active,3/24/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jarret15@hotmail.com,861-27-8287,8/26/1986,Walsh,Wilburn,,M,123 RandStreet,Dallas,Texas,17001,(371) 363-4780,489-894-5615,Class A,Title Test,Active,2/13/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Eliza13@gmail.com,515-15-3043,6/16/1977,Donnelly,Bernadine,,F,123 RandStreet,Dallas,Texas,17001,477-378-7256 x293,863-566-3517,Class A,Title Test,Active,8/15/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Godfrey_Hilll@hotmail.com,163-07-5461,10/9/2004,Toy,Alaina,,F,123 RandStreet,Dallas,Texas,17001,(733) 439-2659 x83135,688-363-7447,Class A,Title Test,Active,2/6/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
