Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Judge_Bayer@gmail.com,224-49-5642,8/14/2000,Quitzon,Jannie,,M,123 RandStreet,Dallas,Texas,17001,(942) 539-1464 x07900,251-268-7145,Class A,Title Test,Active,6/22/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Godfrey.Harber6@gmail.com,783-16-9102,9/20/1991,Kshlerin,Emmie,,F,123 RandStreet,Dallas,Texas,17001,(308) 555-9793,024-827-7211,Class A,Title Test,Active,9/13/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Tyrell.Lebsack@hotmail.com,976-02-4449,2/28/1972,King,Zena,,M,123 RandStreet,Dallas,Texas,17001,857-276-2237 x15141,660-413-6660,Class A,Title Test,Active,11/5/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Lucinda_Lebsack68@hotmail.com,263-24-4184,7/27/1951,Heidenreich,Marco,,M,123 RandStreet,Dallas,Texas,17001,(957) 596-8200 x45188,795-295-2571,Class A,Title Test,Active,1/11/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Amie_Aufderhar60@hotmail.com,075-72-4638,7/11/2000,Brown,Wava,,F,123 RandStreet,Dallas,Texas,17001,1-242-448-0618 x3400,602-225-6751,Class A,Title Test,Active,5/27/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Sheridan.Berge@yahoo.com,658-27-7929,10/22/1968,Prosacco,Boris,,F,123 RandStreet,Dallas,Texas,17001,(606) 855-4754 x19682,437-485-7131,Class A,Title Test,Active,9/5/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Alayna_Stehr@hotmail.com,612-74-7531,9/30/1981,West,Keely,,F,123 RandStreet,Dallas,Texas,17001,375.407.2225 x935,477-500-4843,Class A,Title Test,Active,3/2/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Rico.Gerhold@gmail.com,092-22-9156,10/30/1997,Towne,Alfonzo,,F,123 RandStreet,Dallas,Texas,17001,1-898-276-3783 x752,451-753-6079,Class A,Title Test,Active,11/6/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Annabelle_Dickens@hotmail.com,051-91-1923,4/8/1985,Franecki,Alivia,,M,123 RandStreet,Dallas,Texas,17001,707.541.4132 x18090,696-580-4234,Class A,Title Test,Active,6/12/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Terrance.Huel48@hotmail.com,595-89-8860,1/30/1941,Kerluke,Daisha,,M,123 RandStreet,Dallas,Texas,17001,(576) 904-7846 x281,245-864-8786,Class A,Title Test,Active,1/18/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
