Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Gwendolyn_DAmore26@gmail.com,334-04-9788,10/15/1975,Wintheiser,Alec,,F,123 RandStreet,Dallas,Texas,17001,423-805-1724 x6119,929-448-2150,Class A,Title Test,Active,5/14/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Meta.Cole@gmail.com,385-24-9811,9/4/1997,Mertz,Eugene,,M,123 RandStreet,Dallas,Texas,17001,271.580.0849 x0848,785-204-2806,Class A,Title Test,Active,7/24/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Elaina.Rutherford89@gmail.com,847-97-6596,10/4/1966,Ryan,Delbert,,M,123 RandStreet,Dallas,Texas,17001,513-579-7862 x6390,297-293-4764,Class A,Title Test,Active,6/16/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Francisco14@gmail.com,805-87-3246,2/18/1956,Morissette,Eleanora,,F,123 RandStreet,Dallas,Texas,17001,514.525.1319 x8256,663-773-8667,Class A,Title Test,Active,8/27/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Oswald.Davis@hotmail.com,944-32-4105,12/27/1974,Conroy,Dejuan,,M,123 RandStreet,Dallas,Texas,17001,861.731.2781 x800,447-049-5775,Class A,Title Test,Active,3/27/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Trevor.Pollich24@gmail.com,732-95-8082,3/14/1941,Larkin,Jaida,,M,123 RandStreet,Dallas,Texas,17001,(810) 419-1885 x3771,609-536-2022,Class A,Title Test,Active,3/2/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Leora_Farrell@yahoo.com,444-76-8654,6/12/1991,Windler-Mills,Aylin,,F,123 RandStreet,Dallas,Texas,17001,799.365.2754 x5719,695-051-6014,Class A,Title Test,Active,9/4/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kim.Abbott@yahoo.com,593-61-8862,1/17/1957,Cole,Myrtice,,M,123 RandStreet,Dallas,Texas,17001,778-820-8529 x78372,500-462-6620,Class A,Title Test,Active,9/15/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Edward49@gmail.com,530-63-2999,1/5/1947,Block,Luigi,,M,123 RandStreet,Dallas,Texas,17001,(581) 664-5498 x793,141-106-4523,Class A,Title Test,Active,10/3/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Keira36@hotmail.com,985-43-4935,8/6/1970,Tremblay,Magdalen,,F,123 RandStreet,Dallas,Texas,17001,256-999-7522 x719,680-002-7084,Class A,Title Test,Active,8/12/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
