Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Danny76@yahoo.com,489-25-7201,7/17/1961,Balistreri,Claudine,,M,123 RandStreet,Dallas,Texas,17001,1-839-643-9096 x03046,692-646-2934,Class A,Title Test,Active,7/12/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Miguel_Krajcik19@hotmail.com,129-81-8972,3/24/1960,O'Hara,Hailey,,F,123 RandStreet,Dallas,Texas,17001,(765) 362-6159 x9194,541-504-9242,Class A,Title Test,Active,7/8/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Carroll.Macejkovic@yahoo.com,483-67-6006,11/2/1984,Schmidt,Amely,,M,123 RandStreet,Dallas,Texas,17001,(629) 697-1515 x729,088-554-5234,Class A,Title Test,Active,1/5/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Marjolaine_Schroeder@yahoo.com,895-56-1423,11/8/1990,Kreiger,Wyatt,,F,123 RandStreet,Dallas,Texas,17001,639.294.1568 x8885,191-249-3919,Class A,Title Test,Active,3/14/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Zachariah65@hotmail.com,644-92-5856,8/14/1960,Schroeder,Aaron,,M,123 RandStreet,Dallas,Texas,17001,484.979.3641,750-460-4743,Class A,Title Test,Active,3/9/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Arvel.Grant84@yahoo.com,624-89-7117,1/5/1953,O'Kon,Thelma,,F,123 RandStreet,Dallas,Texas,17001,807-282-4031 x4406,506-971-0349,Class A,Title Test,Active,12/18/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Leanna27@yahoo.com,059-90-8276,4/30/1959,Gislason,Deshaun,,F,123 RandStreet,Dallas,Texas,17001,(893) 239-0262 x371,998-661-8940,Class A,Title Test,Active,8/5/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Adolf.Wunsch@yahoo.com,116-15-4462,6/26/1975,Gutkowski,Craig,,F,123 RandStreet,Dallas,Texas,17001,(835) 545-2311 x36775,562-956-9354,Class A,Title Test,Active,1/11/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Melyssa6@yahoo.com,861-05-4208,5/4/1959,Streich,Devan,,F,123 RandStreet,Dallas,Texas,17001,1-591-614-5484 x46079,607-568-4603,Class A,Title Test,Active,10/20/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Aliza_Fay22@yahoo.com,601-78-2825,2/22/1967,Boehm,Mina,,F,123 RandStreet,Dallas,Texas,17001,955.317.3982 x748,114-470-1746,Class A,Title Test,Active,6/11/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
