Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Evert.Brakus@yahoo.com,152-48-8319,8/31/1985,Botsford,Mellie,,M,123 RandStreet,Dallas,Texas,17001,445-842-9014 x941,379-038-6337,Class A,Title Test,Active,10/25/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kenny72@gmail.com,303-01-0665,4/13/1956,Haley,Heaven,,M,123 RandStreet,Dallas,Texas,17001,1-211-997-2359 x84945,612-174-9292,Class A,Title Test,Active,9/5/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Willie.Waters60@yahoo.com,235-78-6452,6/12/1963,Sanford,Kara,,F,123 RandStreet,Dallas,Texas,17001,434-652-9897,753-741-3180,Class A,Title Test,Active,5/21/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Dejah73@hotmail.com,999-23-2453,3/8/1944,Rippin,Toney,,F,123 RandStreet,Dallas,Texas,17001,1-566-447-6656 x6813,955-919-0801,Class A,Title Test,Active,4/1/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Berta.Daniel14@yahoo.com,293-84-7197,11/13/1995,Beer,Vergie,,M,123 RandStreet,Dallas,Texas,17001,678.959.1423 x2741,223-219-8870,Class A,Title Test,Active,8/28/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Tristian_Dicki@gmail.com,156-63-7609,1/30/1984,Bauch,Kaya,,M,123 RandStreet,Dallas,Texas,17001,1-588-738-5659,433-445-1657,Class A,Title Test,Active,4/26/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Darrin_Kozey18@yahoo.com,675-24-2968,2/8/1978,Douglas,Marquis,,F,123 RandStreet,Dallas,Texas,17001,889.980.3751 x563,566-133-3427,Class A,Title Test,Active,12/28/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Sage_Barrows84@gmail.com,706-24-9227,6/15/1982,Torp,Adolfo,,F,123 RandStreet,Dallas,Texas,17001,1-229-763-9716 x095,698-989-8967,Class A,Title Test,Active,5/30/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Isaias_Mueller@hotmail.com,908-72-9005,8/19/1991,Stroman,Wiley,,F,123 RandStreet,Dallas,Texas,17001,312-836-4139,736-122-3119,Class A,Title Test,Active,1/26/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Randi.Goldner@hotmail.com,975-75-9613,7/18/1998,Kub,Henderson,,F,123 RandStreet,Dallas,Texas,17001,578.848.3154 x2722,964-534-7943,Class A,Title Test,Active,3/2/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
