Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Jean14@gmail.com,418-35-6903,7/25/1971,Yost,Rosemary,,F,123 RandStreet,Dallas,Texas,17001,(984) 526-9138 x549,128-572-9449,Class A,Title Test,Active,3/25/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Stacey_Littel@gmail.com,931-65-5326,9/24/1965,Wiegand,Imelda,,F,123 RandStreet,Dallas,Texas,17001,1-805-538-4533,988-029-8944,Class A,Title Test,Active,4/11/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Mathilde_Schamberger49@yahoo.com,987-15-6040,4/30/1981,Sipes,Arne,,M,123 RandStreet,Dallas,Texas,17001,(740) 231-0015,989-463-3851,Class A,Title Test,Active,1/21/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Luisa_Hoeger@gmail.com,725-20-0280,4/20/1952,Abernathy,Charley,,F,123 RandStreet,Dallas,Texas,17001,868.707.7479 x22170,429-212-8343,Class A,Title Test,Active,3/1/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Zoie_Schmitt32@gmail.com,902-97-9608,11/26/1972,Considine,Rudy,,F,123 RandStreet,Dallas,Texas,17001,728-976-5021 x3570,794-995-3179,Class A,Title Test,Active,11/4/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Malcolm_Ziemann52@hotmail.com,037-92-4382,12/22/1980,Lynch,Miguel,,F,123 RandStreet,Dallas,Texas,17001,561-829-4043 x6057,747-819-2917,Class A,Title Test,Active,3/14/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jakayla.Parker@hotmail.com,440-06-3706,3/30/1946,Walker,Henry,,M,123 RandStreet,Dallas,Texas,17001,(605) 233-6154,525-908-3887,Class A,Title Test,Active,12/20/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Hyman_Cole@hotmail.com,092-63-5293,11/11/1968,Stehr,Milford,,M,123 RandStreet,Dallas,Texas,17001,1-259-982-8310 x3762,789-898-6571,Class A,Title Test,Active,5/30/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Hettie.Haag@yahoo.com,450-73-5161,8/6/1980,Marks,Jayce,,M,123 RandStreet,Dallas,Texas,17001,(332) 362-6516 x8396,091-930-0070,Class A,Title Test,Active,4/15/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Lukas13@gmail.com,335-26-0736,7/5/1983,Stanton,Jana,,M,123 RandStreet,Dallas,Texas,17001,223-809-3688 x15381,321-967-5876,Class A,Title Test,Active,1/16/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
