Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Garret_Predovic38@hotmail.com,211-90-8112,2/3/1960,Feest,Ervin,,F,123 RandStreet,Dallas,Texas,17001,326-242-4186 x8544,970-867-3737,Class A,Title Test,Active,10/12/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Aliza_Zemlak@hotmail.com,995-98-7769,9/10/1946,Schumm,Reynold,,M,123 RandStreet,Dallas,Texas,17001,977-309-3896 x575,669-234-9579,Class A,Title Test,Active,11/5/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Colby.Reichel65@hotmail.com,309-30-5449,3/22/1972,Rolfson,Titus,,M,123 RandStreet,Dallas,Texas,17001,530-653-3726 x2266,419-104-3361,Class A,Title Test,Active,8/30/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Carmel.Homenick49@yahoo.com,496-65-7673,2/2/2000,Pollich,Summer,,F,123 RandStreet,Dallas,Texas,17001,265-656-2284,308-909-9178,Class A,Title Test,Active,4/19/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Daija.Nicolas6@yahoo.com,573-14-5433,1/8/1973,Rice,Eleanore,,M,123 RandStreet,Dallas,Texas,17001,645-965-8997 x648,835-575-2490,Class A,Title Test,Active,4/11/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Arnaldo.Stracke@hotmail.com,192-05-4272,5/20/1995,Powlowski,Joshuah,,F,123 RandStreet,Dallas,Texas,17001,(970) 953-4022 x03566,911-715-0492,Class A,Title Test,Active,5/18/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jennings_Konopelski@hotmail.com,677-62-9513,10/18/1980,Fisher,Emanuel,,M,123 RandStreet,Dallas,Texas,17001,627-530-2304 x6264,638-453-0398,Class A,Title Test,Active,1/10/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Cheyanne.Volkman@yahoo.com,294-16-2772,11/14/1957,Stroman,Concepcion,,F,123 RandStreet,Dallas,Texas,17001,268-860-1410 x7865,186-330-3938,Class A,Title Test,Active,7/19/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Porter18@gmail.com,548-26-8636,4/1/1956,Hane,Assunta,,F,123 RandStreet,Dallas,Texas,17001,(677) 474-7145 x992,193-236-9586,Class A,Title Test,Active,5/23/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Mara_Lind@hotmail.com,952-42-0785,3/14/1977,Durgan,Marian,,F,123 RandStreet,Dallas,Texas,17001,268.779.9153 x633,599-842-5220,Class A,Title Test,Active,8/8/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
