Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Stanley.Monahan@gmail.com,367-87-2171,11/14/1995,Torp,Ebba,,M,123 RandStreet,Dallas,Texas,17001,756-921-8180 x081,672-775-5172,Class A,Title Test,Active,12/22/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Dallas.Hudson@gmail.com,567-11-3308,6/26/1955,Williamson,Ceasar,,F,123 RandStreet,Dallas,Texas,17001,503-399-1566 x8422,815-658-8985,Class A,Title Test,Active,8/15/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Arvid_Huel@hotmail.com,509-28-3149,2/28/2013,O'Kon,Myrna,,M,123 RandStreet,Dallas,Texas,17001,(226) 260-9138 x868,345-842-8373,Class A,Title Test,Active,8/11/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Talon_Bode@gmail.com,352-59-6058,6/19/1959,Ritchie,Brandi,,M,123 RandStreet,Dallas,Texas,17001,1-791-776-7388,525-185-7435,Class A,Title Test,Active,2/2/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Demond.Zulauf@gmail.com,571-61-7437,5/12/2024,Stehr,Shana,,M,123 RandStreet,Dallas,Texas,17001,773.791.3031 x1112,822-549-9886,Class A,Title Test,Active,11/11/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Tyra.Herman63@yahoo.com,421-51-9086,3/6/2021,Lang,Modesto,,M,123 RandStreet,Dallas,Texas,17001,1-898-984-7553 x045,072-349-0089,Class A,Title Test,Active,6/14/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Skyla63@hotmail.com,812-15-3746,6/29/1989,Hahn,August,,F,123 RandStreet,Dallas,Texas,17001,1-857-917-9316,428-189-9876,Class A,Title Test,Active,6/29/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Isobel_Parker1@yahoo.com,494-16-4618,12/13/1958,Hirthe,Carolanne,,M,123 RandStreet,Dallas,Texas,17001,1-876-954-6952 x356,662-409-1595,Class A,Title Test,Active,11/1/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Harmon29@hotmail.com,597-70-9387,5/7/1955,Denesik,Harry,,M,123 RandStreet,Dallas,Texas,17001,1-398-615-5368 x1329,968-028-0514,Class A,Title Test,Active,12/19/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Audie_Runte64@gmail.com,088-73-0625,11/24/1940,Waelchi-Skiles,Jarrell,,F,123 RandStreet,Dallas,Texas,17001,582-698-2417 x30768,117-623-8741,Class A,Title Test,Active,1/8/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
