Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Elna.Spinka88@yahoo.com,078-30-0468,10/11/2013,Grady,Myrl,,M,123 RandStreet,Dallas,Texas,17001,346-974-7815 x774,260-874-6407,Class A,Title Test,Active,5/25/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Thad.Dibbert@gmail.com,152-84-8295,4/15/2006,Mante,Briana,,F,123 RandStreet,Dallas,Texas,17001,(229) 533-8085 x863,267-456-3896,Class A,Title Test,Active,3/26/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Pearlie28@hotmail.com,017-96-3840,7/12/1966,Sawayn,Rosario,,F,123 RandStreet,Dallas,Texas,17001,1-494-488-1477 x1690,468-046-2853,Class A,Title Test,Active,7/3/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Celestino4@yahoo.com,819-05-3804,8/3/1985,Hegmann,Rosemarie,,M,123 RandStreet,Dallas,Texas,17001,(480) 968-9500,110-902-1837,Class A,Title Test,Active,8/10/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Krystina_Lind41@yahoo.com,368-66-3066,9/1/2009,Rempel,Abel,,F,123 RandStreet,Dallas,Texas,17001,1-273-716-5002 x0985,095-008-9948,Class A,Title Test,Active,9/3/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Cordie.Hansen@gmail.com,319-18-7303,7/29/2004,Windler,Vernice,,M,123 RandStreet,Dallas,Texas,17001,486-771-7530 x18671,118-757-0229,Class A,Title Test,Active,4/30/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Margarett_Corwin@hotmail.com,303-46-9104,10/5/2017,Moen,Kim,,F,123 RandStreet,Dallas,Texas,17001,(790) 340-4263 x6505,522-253-8671,Class A,Title Test,Active,9/6/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Mohammad3@hotmail.com,218-92-5331,6/8/1945,Schamberger,Zackery,,F,123 RandStreet,Dallas,Texas,17001,487.347.2773,506-667-9758,Class A,Title Test,Active,6/3/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Sincere_Runolfsson@gmail.com,562-89-6693,10/21/1998,Hagenes,Nathen,,M,123 RandStreet,Dallas,Texas,17001,1-818-228-9648,021-045-7211,Class A,Title Test,Active,2/4/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kenya39@yahoo.com,423-62-9550,12/5/1972,Jacobi,Abe,,M,123 RandStreet,Dallas,Texas,17001,216.380.3112,050-564-5423,Class A,Title Test,Active,6/16/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
