Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Lesley.Davis@hotmail.com,335-83-4476,4/28/1990,Bartell,Marielle,,M,123 RandStreet,Dallas,Texas,17001,(713) 992-8578 x6284,048-985-3046,Class A,Title Test,Active,2/25/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Chris9@hotmail.com,815-62-5773,5/26/1979,Rath,Kathryne,,M,123 RandStreet,Dallas,Texas,17001,207.969.3522 x0606,975-104-5801,Class A,Title Test,Active,2/10/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Zion_Dietrich31@yahoo.com,066-40-2184,8/2/1987,Walter,Don,,F,123 RandStreet,Dallas,Texas,17001,1-391-376-5476 x050,360-081-1582,Class A,Title Test,Active,3/11/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Dereck_Boyle@hotmail.com,554-41-6357,7/19/1976,Lubowitz,Ansley,,M,123 RandStreet,Dallas,Texas,17001,1-420-385-8149 x82589,777-008-6534,Class A,Title Test,Active,9/7/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Elvie.Ortiz-Rolfson@hotmail.com,101-52-7648,8/27/1948,Walter,Noemie,,F,123 RandStreet,Dallas,Texas,17001,510.337.6917 x1063,738-237-8039,Class A,Title Test,Active,9/16/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Chadrick26@hotmail.com,243-38-1793,11/22/1982,Kautzer,Janice,,M,123 RandStreet,Dallas,Texas,17001,(625) 479-3425 x430,477-457-1714,Class A,Title Test,Active,5/17/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Hazel_Kerluke@hotmail.com,656-55-6476,3/7/1956,Kunze,Retha,,M,123 RandStreet,Dallas,Texas,17001,(279) 984-9190,892-306-5006,Class A,Title Test,Active,10/22/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Leonel69@yahoo.com,926-07-7145,10/27/1972,Simonis,Diamond,,M,123 RandStreet,Dallas,Texas,17001,(827) 687-3402,973-565-7652,Class A,Title Test,Active,6/9/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Elaina_Bartell80@yahoo.com,279-89-6092,7/29/1957,Leffler,Vincenzo,,M,123 RandStreet,Dallas,Texas,17001,364.341.1277 x2547,636-696-5756,Class A,Title Test,Active,3/20/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Rene45@hotmail.com,778-59-7161,1/24/1998,Bernier,Damian,,F,123 RandStreet,Dallas,Texas,17001,578-968-5873 x9295,874-287-5698,Class A,Title Test,Active,2/18/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
