Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Pauline.Wehner@gmail.com,151-48-0562,5/2/1953,Upton,Maude,,F,123 RandStreet,Dallas,Texas,17001,1-731-555-1072 x06767,731-179-7989,Class A,Title Test,Active,2/4/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Sofia30@yahoo.com,396-55-1329,3/16/1954,Little,Bradley,,F,123 RandStreet,Dallas,Texas,17001,1-623-334-0361,404-712-1102,Class A,Title Test,Active,7/3/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jack.Hansen@gmail.com,702-60-8229,1/30/1989,Pollich,Tomas,,F,123 RandStreet,Dallas,Texas,17001,814.818.2380 x5969,289-841-5156,Class A,Title Test,Active,3/24/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Eliza_Hilll87@yahoo.com,282-13-3023,10/23/1983,Reichel,Ulises,,F,123 RandStreet,Dallas,Texas,17001,778-665-1817 x1333,719-791-3537,Class A,Title Test,Active,7/17/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Brannon_Jast78@hotmail.com,413-61-7763,4/22/1986,Heaney,Giovanny,,F,123 RandStreet,Dallas,Texas,17001,(481) 431-7293 x672,178-239-8868,Class A,Title Test,Active,1/6/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Josh_Conroy@gmail.com,912-90-8150,9/27/1949,Greenholt,Avery,,M,123 RandStreet,Dallas,Texas,17001,968-364-2353 x478,677-790-7147,Class A,Title Test,Active,5/28/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Alize.Johnston-Terry@hotmail.com,574-79-1236,6/29/1992,Wyman,Talon,,F,123 RandStreet,Dallas,Texas,17001,789.502.2203 x21872,391-696-4053,Class A,Title Test,Active,3/12/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Darron_Flatley@hotmail.com,975-85-7723,8/28/1990,Hackett,Wayne,,F,123 RandStreet,Dallas,Texas,17001,(383) 221-7231 x308,585-810-4211,Class A,Title Test,Active,10/20/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jonatan_McLaughlin@gmail.com,488-92-6143,7/5/1942,Hackett,Tevin,,M,123 RandStreet,Dallas,Texas,17001,1-737-860-2194 x08605,571-636-2335,Class A,Title Test,Active,7/1/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Hayley.Spencer20@yahoo.com,255-93-4280,9/26/1952,Bogan,Ena,,F,123 RandStreet,Dallas,Texas,17001,(387) 541-2317,288-707-6986,Class A,Title Test,Active,12/27/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
