Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Lillian_Krajcik57@hotmail.com,246-80-1954,7/31/1951,Yundt,Armani,,F,123 RandStreet,Dallas,Texas,17001,841-412-3058 x50681,279-656-4275,Class A,Title Test,Active,10/8/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Laisha.Gerlach@gmail.com,671-91-1970,7/4/1994,Huels,Felicita,,M,123 RandStreet,Dallas,Texas,17001,861.309.8292 x9117,364-641-3977,Class A,Title Test,Active,8/20/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Watson46@hotmail.com,000-60-7713,4/9/1962,Padberg,Elton,,F,123 RandStreet,Dallas,Texas,17001,1-814-707-1105 x262,889-108-2352,Class A,Title Test,Active,8/26/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Catalina40@yahoo.com,618-75-4405,1/27/1957,Bosco,Asha,,F,123 RandStreet,Dallas,Texas,17001,1-208-708-9440 x361,922-274-8008,Class A,Title Test,Active,4/5/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Maymie.Lang2@gmail.com,244-93-3453,5/5/1967,Ritchie,Gaston,,F,123 RandStreet,Dallas,Texas,17001,357-492-5961 x52449,283-713-8569,Class A,Title Test,Active,1/12/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Olaf49@hotmail.com,134-59-6078,11/10/1987,Yost,Sally,,M,123 RandStreet,Dallas,Texas,17001,1-220-601-4400 x97539,226-078-1863,Class A,Title Test,Active,9/25/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Melba_Lueilwitz@gmail.com,933-38-5423,10/27/1994,Boehm,Darrel,,F,123 RandStreet,Dallas,Texas,17001,1-672-209-8233 x52659,342-707-9463,Class A,Title Test,Active,2/11/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Neoma_Homenick99@yahoo.com,990-56-9717,4/26/1977,Bashirian,Jaunita,,M,123 RandStreet,Dallas,Texas,17001,1-399-951-1305 x805,325-149-1492,Class A,Title Test,Active,3/23/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Leif77@gmail.com,321-78-7826,8/4/1970,Feest,Sibyl,,M,123 RandStreet,Dallas,Texas,17001,1-706-332-3793 x097,860-054-5808,Class A,Title Test,Active,7/9/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Clint97@hotmail.com,942-83-1280,6/23/1969,Stamm,Josh,,F,123 RandStreet,Dallas,Texas,17001,(692) 451-0046 x5731,662-855-6647,Class A,Title Test,Active,7/22/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
