Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Stuart31@yahoo.com,815-55-5377,7/9/1950,Erdman,Nat,,M,123 RandStreet,Dallas,Texas,17001,678.730.6651,482-599-9730,Class A,Title Test,Active,6/2/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Wava_Hoeger55@gmail.com,636-16-0763,5/21/1987,Ritchie,Arnaldo,,M,123 RandStreet,Dallas,Texas,17001,900.957.5309 x3155,527-073-1242,Class A,Title Test,Active,6/22/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Heber.Kreiger@yahoo.com,666-64-4738,6/30/1975,Fritsch,Mollie,,F,123 RandStreet,Dallas,Texas,17001,398-473-9901 x179,193-132-7121,Class A,Title Test,Active,2/15/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Madonna_Dietrich@gmail.com,185-16-9960,8/15/1987,Braun,Sid,,M,123 RandStreet,Dallas,Texas,17001,(849) 645-6745 x35264,635-665-5458,Class A,Title Test,Active,12/23/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Karelle.Hessel@yahoo.com,250-05-2467,12/18/1945,Schowalter,Talia,,F,123 RandStreet,Dallas,Texas,17001,941.817.3443,008-774-2487,Class A,Title Test,Active,5/30/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jacinto14@yahoo.com,214-08-5353,5/21/1992,Schiller,Gretchen,,M,123 RandStreet,Dallas,Texas,17001,1-909-807-1819 x7664,034-029-5649,Class A,Title Test,Active,11/29/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Maximillian69@gmail.com,042-93-0574,9/4/1954,Johnson,Wilfred,,F,123 RandStreet,Dallas,Texas,17001,992.895.0299 x933,346-665-6830,Class A,Title Test,Active,1/20/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Alfred_McGlynn@gmail.com,210-76-1567,12/4/1944,Stokes,Shania,,F,123 RandStreet,Dallas,Texas,17001,285-748-8139 x071,663-618-7574,Class A,Title Test,Active,6/11/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Maye10@yahoo.com,710-48-6735,2/24/1968,Pacocha,Maudie,,M,123 RandStreet,Dallas,Texas,17001,281.868.5046 x86443,606-137-1223,Class A,Title Test,Active,8/7/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Regan_Hilpert86@hotmail.com,673-65-5852,9/14/1984,Lakin,Ashly,,F,123 RandStreet,Dallas,Texas,17001,784-653-7217,456-299-4695,Class A,Title Test,Active,5/23/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
