Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Raul.Schaden69@hotmail.com,190-48-6161,12/2/1985,Pfannerstill,Bobby,,F,123 RandStreet,Dallas,Texas,17001,(474) 658-1646,437-245-4811,Class A,Title Test,Active,6/1/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Arvid_Macejkovic51@yahoo.com,989-57-9789,9/25/1953,Mann,Myah,,F,123 RandStreet,Dallas,Texas,17001,750.691.3816,387-113-0950,Class A,Title Test,Active,12/12/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Oral_Kiehn@yahoo.com,634-96-1467,9/9/1966,Weber,Rosalinda,,M,123 RandStreet,Dallas,Texas,17001,(424) 222-2204 x903,451-707-0972,Class A,Title Test,Active,12/7/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jarred93@yahoo.com,247-57-1117,11/3/1949,Upton,Carmen,,M,123 RandStreet,Dallas,Texas,17001,(823) 768-3584,745-200-0565,Class A,Title Test,Active,1/26/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Virgil_Bahringer@gmail.com,500-85-7628,2/8/1958,Balistreri,Josiane,,F,123 RandStreet,Dallas,Texas,17001,1-732-335-1200,263-722-5735,Class A,Title Test,Active,4/18/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Ali39@yahoo.com,791-27-6948,1/12/1984,Ullrich,Chanel,,F,123 RandStreet,Dallas,Texas,17001,421-294-8757 x048,395-644-4570,Class A,Title Test,Active,11/4/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Karley.Sipes@yahoo.com,928-27-6877,7/23/1946,Ankunding,Gladyce,,F,123 RandStreet,Dallas,Texas,17001,1-544-766-7558 x2442,506-784-2960,Class A,Title Test,Active,8/24/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Devonte.Cassin-Robel93@hotmail.com,521-31-2055,7/16/1958,Hegmann-Emmerich,Bailey,,F,123 RandStreet,Dallas,Texas,17001,(822) 520-8705 x68399,235-649-4756,Class A,Title Test,Active,5/8/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Magnus55@yahoo.com,465-81-3687,7/9/1975,Treutel,Gwendolyn,,F,123 RandStreet,Dallas,Texas,17001,990.573.7933,596-855-5700,Class A,Title Test,Active,10/1/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jaunita9@hotmail.com,858-84-0624,9/3/1983,Aufderhar,Alvera,,M,123 RandStreet,Dallas,Texas,17001,1-212-248-5303 x5710,690-065-1686,Class A,Title Test,Active,6/21/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
