Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Dayton.Barton@hotmail.com,888-06-3921,10/11/2018,Wisoky,Grover,,M,123 RandStreet,Dallas,Texas,17001,233-957-5440 x66892,267-564-9076,Class A,Title Test,Active,12/24/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Candice_Klein@yahoo.com,655-74-2028,11/8/1985,Crooks,Emiliano,,M,123 RandStreet,Dallas,Texas,17001,(400) 224-1308 x2167,744-916-6110,Class A,Title Test,Active,3/23/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Lauryn.Denesik@hotmail.com,824-73-9773,12/30/1975,Schmidt,Trycia,,M,123 RandStreet,Dallas,Texas,17001,386-997-5275,979-423-0740,Class A,Title Test,Active,8/28/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Nash_Tillman@hotmail.com,494-67-4331,6/12/2020,Mraz,Josephine,,F,123 RandStreet,Dallas,Texas,17001,562.540.2904 x0508,416-488-9256,Class A,Title Test,Active,12/19/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Pascale_Cummerata@hotmail.com,362-69-3727,12/2/1991,Waters-Davis,Matt,,M,123 RandStreet,Dallas,Texas,17001,607.554.2040,769-355-9278,Class A,Title Test,Active,1/26/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jada.Hessel26@hotmail.com,759-36-4382,11/22/1999,Marquardt,Jennie,,F,123 RandStreet,Dallas,Texas,17001,1-278-547-4068,135-004-9558,Class A,Title Test,Active,5/6/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Maxime.Mitchell@yahoo.com,709-33-9238,3/16/1972,Jakubowski-Harvey,Tremaine,,M,123 RandStreet,Dallas,Texas,17001,743.507.5656,885-918-4657,Class A,Title Test,Active,6/27/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Broderick_Tillman@hotmail.com,332-13-5584,10/1/1946,Zemlak,Mohamed,,M,123 RandStreet,Dallas,Texas,17001,709.712.4656,431-556-1116,Class A,Title Test,Active,12/10/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Darion64@hotmail.com,312-74-3483,2/15/2004,Jerde,Angel,,F,123 RandStreet,Dallas,Texas,17001,622-371-0977 x27025,426-700-6976,Class A,Title Test,Active,10/14/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Delaney31@hotmail.com,575-21-0544,5/4/1954,Olson,Boyd,,M,123 RandStreet,Dallas,Texas,17001,788-293-4321 x328,789-976-1014,Class A,Title Test,Active,6/12/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
