Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Janiya91@yahoo.com,336-55-5223,10/3/1984,Hansen,Layla,,M,123 RandStreet,Dallas,Texas,17001,943.358.7255 x25107,005-015-5180,Class A,Title Test,Active,5/29/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Shana21@yahoo.com,661-35-9974,7/25/1983,Powlowski,Ruthie,,M,123 RandStreet,Dallas,Texas,17001,1-565-660-0944,972-260-8391,Class A,Title Test,Active,9/16/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Benny_Rath4@yahoo.com,146-18-4152,12/6/1963,Walter,Matteo,,M,123 RandStreet,Dallas,Texas,17001,889-997-5620 x5476,347-014-8340,Class A,Title Test,Active,3/3/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Cordelia50@hotmail.com,852-89-9765,11/8/1962,Roob,Humberto,,M,123 RandStreet,Dallas,Texas,17001,1-866-346-0297 x328,406-081-0005,Class A,Title Test,Active,4/28/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Martine11@gmail.com,765-73-7002,11/5/1958,Cole,Amani,,F,123 RandStreet,Dallas,Texas,17001,667.985.6177 x10701,342-988-3546,Class A,Title Test,Active,4/27/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Wilton.Kertzmann@hotmail.com,989-86-2503,6/4/1993,Prosacco,Raquel,,F,123 RandStreet,Dallas,Texas,17001,868.922.9295,999-432-6689,Class A,Title Test,Active,6/16/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Hiram1@yahoo.com,515-73-1493,10/18/1972,D'Amore,Benny,,F,123 RandStreet,Dallas,Texas,17001,(595) 302-9770 x565,634-591-3030,Class A,Title Test,Active,10/24/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Cody.Haley26@yahoo.com,263-89-2631,2/6/1994,Block,Makenna,,F,123 RandStreet,Dallas,Texas,17001,(369) 539-6617 x5804,737-605-0331,Class A,Title Test,Active,4/9/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Berneice64@hotmail.com,379-85-2321,7/2/1980,Hand,Terrell,,M,123 RandStreet,Dallas,Texas,17001,506.450.8106 x79485,526-683-9436,Class A,Title Test,Active,5/3/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Domenico8@hotmail.com,898-79-0539,1/13/1992,Wilkinson,Franz,,F,123 RandStreet,Dallas,Texas,17001,(651) 526-2907,554-525-9648,Class A,Title Test,Active,4/27/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
