Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Lea_Ankunding13@gmail.com,073-67-2664,9/29/1953,Kuphal,Athena,,M,123 RandStreet,Dallas,Texas,17001,(971) 833-4941 x129,445-552-2473,Class A,Title Test,Active,12/14/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Arnulfo.Jacobs86@hotmail.com,820-17-9373,3/23/1948,Effertz,Kyleigh,,M,123 RandStreet,Dallas,Texas,17001,1-751-480-9046,929-309-9152,Class A,Title Test,Active,10/19/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Hobart.Wisozk@gmail.com,682-89-3033,12/2/1999,Pacocha,Gerry,,F,123 RandStreet,Dallas,Texas,17001,(201) 456-9262 x51780,160-299-2668,Class A,Title Test,Active,6/11/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Abagail.Johnson@hotmail.com,985-78-8046,4/3/1964,Marvin,Alexandro,,F,123 RandStreet,Dallas,Texas,17001,853.575.5866 x536,611-292-0286,Class A,Title Test,Active,3/9/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Ari.Donnelly49@gmail.com,536-74-0952,10/12/1961,Stiedemann,Leonor,,F,123 RandStreet,Dallas,Texas,17001,(896) 635-3205 x529,952-299-1639,Class A,Title Test,Active,6/3/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kamryn_Hamill57@yahoo.com,096-67-6997,5/9/1989,Hettinger,Mekhi,,M,123 RandStreet,Dallas,Texas,17001,612.550.9870 x3235,284-374-9767,Class A,Title Test,Active,1/22/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Dorothy.Haley75@gmail.com,876-84-8914,2/17/1967,Nicolas,Wilmer,,M,123 RandStreet,Dallas,Texas,17001,1-546-835-0945,027-670-4408,Class A,Title Test,Active,5/11/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Zelma_Powlowski@gmail.com,445-87-7919,10/19/2002,Hane,Ofelia,,M,123 RandStreet,Dallas,Texas,17001,1-926-356-8041 x28164,244-882-3098,Class A,Title Test,Active,11/13/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Lula.Bruen83@yahoo.com,528-43-5817,9/4/1982,VonRueden,Marcos,,F,123 RandStreet,Dallas,Texas,17001,838.779.9979 x66407,702-064-5126,Class A,Title Test,Active,4/2/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Charlie.Kshlerin@yahoo.com,978-67-6596,1/30/1988,Hagenes,Clark,,F,123 RandStreet,Dallas,Texas,17001,838.866.8349 x09443,783-392-9800,Class A,Title Test,Active,8/11/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
