Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Ryann.Macejkovic@hotmail.com,194-00-1220,10/22/1978,Swift,Jerod,,F,123 RandStreet,Dallas,Texas,17001,715.784.1645 x0997,397-501-9978,Class A,Title Test,Active,1/5/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jaden_Kuhlman@gmail.com,692-48-7976,3/26/1977,Wiegand,Maeve,,M,123 RandStreet,Dallas,Texas,17001,1-705-354-3248 x468,669-426-8985,Class A,Title Test,Active,5/14/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Reginald.Mertz99@hotmail.com,517-84-7527,3/6/1997,Stracke,Ruben,,M,123 RandStreet,Dallas,Texas,17001,1-321-254-0184 x0740,370-068-3599,Class A,Title Test,Active,12/3/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Theodore.Paucek@hotmail.com,059-10-3790,3/15/1964,Sauer,Jamar,,M,123 RandStreet,Dallas,Texas,17001,396.399.2229 x53396,678-730-0216,Class A,Title Test,Active,11/13/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Haylie37@hotmail.com,554-34-9215,10/5/1989,Schoen,Retta,,F,123 RandStreet,Dallas,Texas,17001,1-278-847-1834 x162,237-256-9621,Class A,Title Test,Active,5/13/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Marianne_Kohler@hotmail.com,553-76-1767,1/1/1980,Auer,Stanford,,M,123 RandStreet,Dallas,Texas,17001,1-869-595-7074 x836,746-803-0247,Class A,Title Test,Active,6/29/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Tania72@yahoo.com,200-75-6799,6/25/1989,Shanahan,Annalise,,M,123 RandStreet,Dallas,Texas,17001,288.878.1690 x0525,826-479-5683,Class A,Title Test,Active,10/7/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Rodrigo23@gmail.com,877-43-4808,4/27/1987,Beahan,Amira,,F,123 RandStreet,Dallas,Texas,17001,761.250.7546,788-123-9363,Class A,Title Test,Active,10/18/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Mikel_Leuschke52@hotmail.com,375-24-1710,6/18/1941,Kunde,Nora,,F,123 RandStreet,Dallas,Texas,17001,1-438-616-4267,747-859-1895,Class A,Title Test,Active,8/18/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kiera.Cremin@hotmail.com,964-98-2215,3/7/1965,Ondricka,Armando,,F,123 RandStreet,Dallas,Texas,17001,1-980-455-2010 x25520,438-743-2234,Class A,Title Test,Active,10/30/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
