Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Adelia.Marks@gmail.com,680-26-6371,10/4/1969,Hayes,Marge,,F,123 RandStreet,Dallas,Texas,17001,756-305-3952 x669,131-384-1219,Class A,Title Test,Active,3/8/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Rodger_Franecki6@yahoo.com,028-59-6969,7/3/1943,Schmitt,Kellen,,M,123 RandStreet,Dallas,Texas,17001,1-222-723-7287 x520,149-775-3103,Class A,Title Test,Active,5/23/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Marian_DuBuque-Pacocha55@yahoo.com,768-69-6816,11/10/2022,Nicolas,Marques,,M,123 RandStreet,Dallas,Texas,17001,748.566.2466,924-797-4309,Class A,Title Test,Active,4/20/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Zula_Abbott36@hotmail.com,508-83-8837,1/3/1987,Gusikowski,Maximo,,M,123 RandStreet,Dallas,Texas,17001,(783) 591-9379 x5876,676-884-1919,Class A,Title Test,Active,9/19/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Taryn98@hotmail.com,005-36-5005,1/4/1966,Luettgen,Chesley,,F,123 RandStreet,Dallas,Texas,17001,1-220-538-1359 x18389,177-782-4542,Class A,Title Test,Active,9/13/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Stephan.Welch@yahoo.com,545-13-3185,8/28/1992,Beahan-Little,Bailey,,M,123 RandStreet,Dallas,Texas,17001,(543) 766-2671,486-443-6112,Class A,Title Test,Active,9/2/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Delilah.Stark62@gmail.com,337-34-9810,5/20/1947,Rippin,Cynthia,,M,123 RandStreet,Dallas,Texas,17001,953.862.3647 x59319,229-499-8327,Class A,Title Test,Active,12/24/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Cletus83@gmail.com,513-81-9571,9/23/1956,Williamson,Jeffery,,F,123 RandStreet,Dallas,Texas,17001,1-644-711-5513,774-577-0178,Class A,Title Test,Active,5/26/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Courtney.Ernser86@gmail.com,379-92-2502,3/25/1997,Stamm,Caden,,M,123 RandStreet,Dallas,Texas,17001,505.969.5209,247-043-6082,Class A,Title Test,Active,5/14/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Geo_Bayer67@hotmail.com,300-83-1950,8/24/1994,Schaden,Ashleigh,,F,123 RandStreet,Dallas,Texas,17001,1-970-239-9879,888-299-4634,Class A,Title Test,Active,11/16/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
