Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Davonte38@yahoo.com,636-82-3501,1/23/1991,Conroy,Lafayette,,F,123 RandStreet,Dallas,Texas,17001,(215) 997-6608 x14709,837-483-2396,Class A,Title Test,Active,5/31/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Ashton_Gulgowski@hotmail.com,045-98-3290,3/17/1992,Ward-Rowe,Timmothy,,F,123 RandStreet,Dallas,Texas,17001,1-445-953-8126 x193,265-084-4364,Class A,Title Test,Active,11/8/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Deondre.Rosenbaum86@yahoo.com,656-10-4037,3/27/1945,Gutkowski-Upton,Charlene,,M,123 RandStreet,Dallas,Texas,17001,986-209-3643 x995,890-835-4108,Class A,Title Test,Active,1/25/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Clare16@gmail.com,842-90-9883,5/25/1983,Funk,Leopoldo,,M,123 RandStreet,Dallas,Texas,17001,1-799-900-1626 x0777,953-244-9334,Class A,Title Test,Active,12/7/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Javonte_Kerluke2@hotmail.com,740-90-7166,6/8/1942,Hauck,Arnulfo,,F,123 RandStreet,Dallas,Texas,17001,344-450-9814 x75772,438-235-0364,Class A,Title Test,Active,12/23/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Yvette_Williamson@hotmail.com,649-61-3675,12/26/1991,Carroll,Clovis,,F,123 RandStreet,Dallas,Texas,17001,1-205-404-1892 x831,422-058-0570,Class A,Title Test,Active,9/4/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Litzy_Veum90@yahoo.com,533-57-5460,8/14/1971,Von,Jennyfer,,M,123 RandStreet,Dallas,Texas,17001,(437) 336-2803 x92235,884-953-6331,Class A,Title Test,Active,8/5/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Uriel33@yahoo.com,386-11-2938,7/5/1985,Price,Alysa,,M,123 RandStreet,Dallas,Texas,17001,(881) 548-9271 x19053,632-403-7070,Class A,Title Test,Active,3/11/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Norberto_Lesch69@hotmail.com,247-97-1490,12/12/1962,Davis,Eleazar,,F,123 RandStreet,Dallas,Texas,17001,675.521.4563,016-607-4111,Class A,Title Test,Active,4/20/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Fatima_Braun95@gmail.com,424-28-1905,8/30/1940,Bailey,Alba,,F,123 RandStreet,Dallas,Texas,17001,1-750-987-5361 x0796,352-505-1514,Class A,Title Test,Active,3/21/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
