Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Brisa_Wunsch-Torp72@gmail.com,475-36-2885,9/7/2002,Sporer,Jaden,,F,123 RandStreet,Dallas,Texas,17001,1-352-764-4494,587-835-7717,Class A,Title Test,Active,10/12/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Russ_Huel@gmail.com,346-71-8640,11/17/1990,Kassulke,Carter,,M,123 RandStreet,Dallas,Texas,17001,978-836-7961 x07693,481-565-1315,Class A,Title Test,Active,5/31/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jadyn_Armstrong81@yahoo.com,735-03-9761,5/28/2022,Senger,Krystina,,F,123 RandStreet,Dallas,Texas,17001,1-984-886-3056 x997,835-356-0960,Class A,Title Test,Active,12/29/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Brown53@yahoo.com,630-67-2330,3/8/2012,Kunde,Maximus,,M,123 RandStreet,Dallas,Texas,17001,877.498.4218 x2261,287-477-0608,Class A,Title Test,Active,10/3/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Quentin.Crooks44@yahoo.com,651-41-1262,9/14/1982,Kris,Sharon,,F,123 RandStreet,Dallas,Texas,17001,(250) 519-6514,584-473-8291,Class A,Title Test,Active,5/15/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Maureen.Grimes@yahoo.com,692-33-3826,5/12/2002,Leffler,Horace,,F,123 RandStreet,Dallas,Texas,17001,428-421-4353 x699,805-218-1158,Class A,Title Test,Active,12/11/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Morgan60@hotmail.com,928-42-3098,9/30/1955,Feil,Lora,,F,123 RandStreet,Dallas,Texas,17001,220-419-3062 x15813,677-148-8416,Class A,Title Test,Active,1/2/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Marcus93@yahoo.com,327-54-7927,6/27/1940,Torphy,Bertrand,,M,123 RandStreet,Dallas,Texas,17001,984-369-3451,987-775-2674,Class A,Title Test,Active,4/19/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jackson_Cole54@yahoo.com,961-90-4763,7/12/1992,Mayert,Laurianne,,M,123 RandStreet,Dallas,Texas,17001,1-973-345-6569 x22126,968-054-1448,Class A,Title Test,Active,11/29/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Danny.Bartoletti91@yahoo.com,041-76-2098,8/18/1990,Rogahn,Ramiro,,M,123 RandStreet,Dallas,Texas,17001,1-263-645-6010 x7540,787-056-7948,Class A,Title Test,Active,9/18/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
