Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Laverne98@gmail.com,769-72-0759,7/4/1955,Streich,Isabell,,M,123 RandStreet,Dallas,Texas,17001,1-245-269-3278 x987,617-355-2924,Class A,Title Test,Active,8/14/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jeffrey_Friesen10@gmail.com,763-45-7367,10/12/1964,Nitzsche,Shana,,M,123 RandStreet,Dallas,Texas,17001,1-293-692-9888,776-852-5758,Class A,Title Test,Active,11/4/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Richmond_Fahey46@hotmail.com,799-24-5479,7/16/1976,Lockman,Ibrahim,,M,123 RandStreet,Dallas,Texas,17001,(469) 818-3417 x5984,705-332-3625,Class A,Title Test,Active,11/10/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Hayden32@hotmail.com,457-09-6670,4/17/1944,Jones,Jaida,,F,123 RandStreet,Dallas,Texas,17001,(340) 361-8760,380-391-6979,Class A,Title Test,Active,10/28/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Guiseppe_Franecki@yahoo.com,237-48-7395,5/6/1947,Kunze,Chelsea,,F,123 RandStreet,Dallas,Texas,17001,813-595-9994 x92724,768-700-1355,Class A,Title Test,Active,3/1/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Elwin_Kertzmann69@gmail.com,944-33-2633,3/5/1944,Lubowitz,Elizabeth,,M,123 RandStreet,Dallas,Texas,17001,1-257-767-7305 x10596,475-347-2280,Class A,Title Test,Active,1/23/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Skylar69@hotmail.com,535-56-0590,6/25/1957,Schoen,Zola,,F,123 RandStreet,Dallas,Texas,17001,1-312-714-2355 x5481,929-107-7083,Class A,Title Test,Active,5/2/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,America7@gmail.com,844-56-5097,2/18/1955,Dicki,Elton,,M,123 RandStreet,Dallas,Texas,17001,(346) 823-4243 x269,247-517-9431,Class A,Title Test,Active,4/7/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Darian40@gmail.com,598-45-8113,9/26/1994,Bayer,Isac,,F,123 RandStreet,Dallas,Texas,17001,207.620.0741,139-198-8436,Class A,Title Test,Active,11/2/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Estel.OHara@hotmail.com,826-49-5267,4/16/1995,Barrows,Lyda,,F,123 RandStreet,Dallas,Texas,17001,234.803.6019,929-837-2228,Class A,Title Test,Active,7/19/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
