Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Christine_Grady45@yahoo.com,796-01-5373,4/1/1944,Oberbrunner,Coy,,M,123 RandStreet,Dallas,Texas,17001,669-633-7029,782-675-8236,Class A,Title Test,Active,10/14/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Alisa_Hintz@hotmail.com,179-86-7678,5/31/1951,Stoltenberg,Theodore,,F,123 RandStreet,Dallas,Texas,17001,(375) 226-3703,992-083-4063,Class A,Title Test,Active,8/22/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Moriah_Dibbert59@hotmail.com,331-89-7038,7/11/1992,Hettinger,Malachi,,F,123 RandStreet,Dallas,Texas,17001,(773) 890-3900 x61243,113-864-2416,Class A,Title Test,Active,7/21/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Rachael.Dare@hotmail.com,407-70-9411,10/28/1964,Kohler-Zemlak,Elva,,M,123 RandStreet,Dallas,Texas,17001,906-701-0045 x139,847-224-5041,Class A,Title Test,Active,8/17/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Royce.Turner47@hotmail.com,492-36-3368,5/1/1981,Weber,Mustafa,,F,123 RandStreet,Dallas,Texas,17001,748.480.5762 x850,664-374-8358,Class A,Title Test,Active,1/15/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kayla_Dicki@yahoo.com,408-83-3708,4/25/1982,Abernathy,Faustino,,F,123 RandStreet,Dallas,Texas,17001,316-735-9059 x219,997-487-0667,Class A,Title Test,Active,6/7/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Walker_Wunsch45@gmail.com,010-98-2539,2/26/1986,Satterfield-Ebert,Anya,,F,123 RandStreet,Dallas,Texas,17001,(901) 281-1795,448-998-8670,Class A,Title Test,Active,4/14/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Ardella_Greenholt64@gmail.com,250-57-6458,8/26/1945,Welch,Jamie,,F,123 RandStreet,Dallas,Texas,17001,471.782.5720 x409,906-288-1813,Class A,Title Test,Active,4/23/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Colby_Prohaska93@gmail.com,134-10-0812,12/23/1940,Bogisich,Jeanie,,F,123 RandStreet,Dallas,Texas,17001,551-463-3143,684-945-9588,Class A,Title Test,Active,2/26/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Esteban_Orn@gmail.com,748-16-0048,3/16/1977,Koepp,Liliane,,F,123 RandStreet,Dallas,Texas,17001,720-891-2313 x6189,654-885-2672,Class A,Title Test,Active,12/18/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
