Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Wilma.Aufderhar@gmail.com,679-00-9215,8/17/2024,Hilpert,Calista,,F,123 RandStreet,Dallas,Texas,17001,379-924-6432 x808,314-272-7086,Class A,Title Test,Active,4/16/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Isabell_Rolfson@yahoo.com,151-66-8818,1/3/1963,Kuhn,Lukas,,F,123 RandStreet,Dallas,Texas,17001,(309) 547-2374 x991,847-389-7432,Class A,Title Test,Active,7/1/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Erling29@yahoo.com,362-77-3736,1/3/2013,Gutkowski,Royal,,F,123 RandStreet,Dallas,Texas,17001,525-908-9261 x29359,149-372-6454,Class A,Title Test,Active,8/21/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Oswaldo_Thiel@yahoo.com,124-99-7928,3/30/1982,Littel,Nellie,,F,123 RandStreet,Dallas,Texas,17001,773-210-8238 x719,736-030-7667,Class A,Title Test,Active,9/19/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Delores.Reilly@gmail.com,345-97-2707,8/9/1945,Boyer,Jacinto,,F,123 RandStreet,Dallas,Texas,17001,929-976-7969 x06174,361-769-3369,Class A,Title Test,Active,10/18/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Neva55@gmail.com,732-67-8473,9/12/2003,Swaniawski,Lea,,F,123 RandStreet,Dallas,Texas,17001,893-426-2364 x4490,304-455-0474,Class A,Title Test,Active,2/18/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Letitia_Daniel16@yahoo.com,930-50-7612,11/19/2004,Conn,Gilberto,,F,123 RandStreet,Dallas,Texas,17001,1-414-715-2592,193-895-1977,Class A,Title Test,Active,11/1/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jabari.Grady-Huel91@hotmail.com,998-60-6766,4/27/2019,White-Bernhard,Abdiel,,F,123 RandStreet,Dallas,Texas,17001,(481) 582-7871,507-971-3184,Class A,Title Test,Active,4/23/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Camille_Strosin85@hotmail.com,744-56-8360,3/19/1956,Gutkowski,Eulah,,M,123 RandStreet,Dallas,Texas,17001,(275) 380-8181 x9795,253-055-0421,Class A,Title Test,Active,4/7/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Madie.Crona-Kihn94@hotmail.com,993-15-2533,2/27/1976,Weimann,Dalton,,F,123 RandStreet,Dallas,Texas,17001,(209) 706-1368 x414,905-553-0173,Class A,Title Test,Active,8/30/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
