Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Fay85@gmail.com,202-61-0695,1/10/1990,Hoppe,Ali,,M,123 RandStreet,Dallas,Texas,17001,733.531.4456 x17594,849-448-0174,Class A,Title Test,Active,5/25/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Tia_McClure@yahoo.com,908-28-6992,6/2/1945,Ryan,Dorian,,M,123 RandStreet,Dallas,Texas,17001,278.763.4802 x18221,140-107-3479,Class A,Title Test,Active,3/22/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Sherman.Bogan80@yahoo.com,397-34-0252,4/26/1973,Schuster-Witting,Chloe,,F,123 RandStreet,Dallas,Texas,17001,1-200-882-5031 x193,767-692-6247,Class A,Title Test,Active,11/11/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Angela4@hotmail.com,309-01-2863,2/5/1960,Spencer,Jaydon,,M,123 RandStreet,Dallas,Texas,17001,604-416-8443 x7492,183-950-1770,Class A,Title Test,Active,11/5/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Hollis_Yundt@yahoo.com,018-24-9221,2/26/1967,Bruen,Alene,,M,123 RandStreet,Dallas,Texas,17001,543.616.3152,584-165-4959,Class A,Title Test,Active,2/23/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Dana39@hotmail.com,546-00-5868,1/10/1997,Lueilwitz,Collin,,M,123 RandStreet,Dallas,Texas,17001,1-304-789-1612 x41319,089-579-3897,Class A,Title Test,Active,2/27/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Lea59@gmail.com,308-29-2589,3/3/1965,Auer,Novella,,F,123 RandStreet,Dallas,Texas,17001,(777) 923-4582 x44612,254-718-2119,Class A,Title Test,Active,5/10/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Leland.Rempel@gmail.com,514-91-0429,9/7/1970,Torp,Hailie,,M,123 RandStreet,Dallas,Texas,17001,1-927-248-7710 x2362,609-461-2870,Class A,Title Test,Active,7/5/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,May_Will-Raynor@yahoo.com,152-80-0731,3/21/1959,Roberts,Sammy,,F,123 RandStreet,Dallas,Texas,17001,1-433-271-2881,419-499-5861,Class A,Title Test,Active,10/19/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Ronny_Hackett@gmail.com,950-32-8217,3/12/1949,Roob,Alicia,,M,123 RandStreet,Dallas,Texas,17001,1-255-308-6143 x90584,206-223-2972,Class A,Title Test,Active,6/21/2018,6/1/26,500,1500,3000,2000,1000,01/13/2021
