Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Domenic82@yahoo.com,281-70-4178,4/1/1979,Wintheiser-Cummings,Kirstin,,M,123 RandStreet,Dallas,Texas,17001,(932) 540-5394,311-888-1127,Class A,Title Test,Active,10/15/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Efrain_Predovic84@yahoo.com,048-40-5543,4/24/1972,Strosin,Roselyn,,F,123 RandStreet,Dallas,Texas,17001,776.481.0735 x22810,674-986-5520,Class A,Title Test,Active,11/19/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Luis.Frami@yahoo.com,241-77-1274,12/24/1962,Ernser-Altenwerth,Mabel,,F,123 RandStreet,Dallas,Texas,17001,502-937-2579,239-556-5708,Class A,Title Test,Active,4/5/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Judge_Mertz@gmail.com,595-16-8565,2/11/1989,Cummerata,Stephany,,M,123 RandStreet,Dallas,Texas,17001,704-480-1954,319-128-4119,Class A,Title Test,Active,2/2/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Bridgette10@yahoo.com,955-97-0749,1/8/1963,Hermann,Lauren,,F,123 RandStreet,Dallas,Texas,17001,865-805-6954 x702,451-869-1760,Class A,Title Test,Active,3/14/2020,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Fabiola.Walsh@yahoo.com,978-37-3121,1/13/1965,Ankunding,Morgan,,F,123 RandStreet,Dallas,Texas,17001,1-554-958-3788 x46125,581-048-4009,Class A,Title Test,Active,3/25/2025,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Gwendolyn0@yahoo.com,185-44-3730,6/11/1973,O'Keefe,Felicity,,F,123 RandStreet,Dallas,Texas,17001,(547) 717-8116 x473,082-590-8727,Class A,Title Test,Active,1/25/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Vinnie53@yahoo.com,449-98-5311,11/29/1971,Schroeder,Ariel,,M,123 RandStreet,Dallas,Texas,17001,409-781-7711 x95951,061-306-8843,Class A,Title Test,Active,1/10/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Hettie.Konopelski43@gmail.com,641-88-1215,7/29/1975,Carroll,Foster,,M,123 RandStreet,Dallas,Texas,17001,392.605.0420 x802,384-564-2575,Class A,Title Test,Active,4/29/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Leda60@gmail.com,204-90-9776,5/1/1999,Marks,Elisabeth,,F,123 RandStreet,Dallas,Texas,17001,(494) 318-8544 x48741,182-153-1703,Class A,Title Test,Active,7/27/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
