Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Paul.Klein@hotmail.com,855-01-9083,5/21/1952,Erdman,Jamar,,M,123 RandStreet,Dallas,Texas,17001,(358) 977-1591 x221,531-838-3587,Class A,Title Test,Active,3/12/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Willow.VonRueden@hotmail.com,362-86-4833,8/28/2000,Dicki,Kaela,,M,123 RandStreet,Dallas,Texas,17001,(514) 430-1971 x71845,516-648-3931,Class A,Title Test,Active,6/26/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Travis_Konopelski@yahoo.com,531-42-9505,7/31/1948,McClure,Pattie,,M,123 RandStreet,Dallas,Texas,17001,(814) 698-9365 x305,606-330-3658,Class A,Title Test,Active,2/9/2017,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jena_Oberbrunner24@gmail.com,002-08-9568,4/14/2008,Watsica,Jordyn,,F,123 RandStreet,Dallas,Texas,17001,1-654-485-6043 x74007,152-070-5395,Class A,Title Test,Active,12/31/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Jeffery.Douglas43@gmail.com,626-52-8164,8/26/2000,Beer,Claude,,F,123 RandStreet,Dallas,Texas,17001,813-459-1571,049-829-9253,Class A,Title Test,Active,7/5/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Queenie.Kemmer@gmail.com,900-10-0035,10/4/1983,Feest,Emmalee,,M,123 RandStreet,Dallas,Texas,17001,554-451-5643 x2018,862-878-0556,Class A,Title Test,Active,1/9/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Maurine71@hotmail.com,095-20-7426,9/9/1967,Towne,Aiyana,,M,123 RandStreet,Dallas,Texas,17001,(352) 491-5508,748-279-8274,Class A,Title Test,Active,7/29/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Chadd.Green@yahoo.com,906-79-0051,11/6/1941,Prohaska,Vernice,,F,123 RandStreet,Dallas,Texas,17001,1-482-444-6579 x3750,508-149-7945,Class A,Title Test,Active,7/19/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Samson_Howe@hotmail.com,676-72-7724,1/29/1998,Vandervort,Roscoe,,M,123 RandStreet,Dallas,Texas,17001,1-778-985-5966 x885,539-476-7597,Class A,Title Test,Active,11/4/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Rafael_Vandervort28@gmail.com,508-05-9538,7/21/2018,Cummings,Dejon,,M,123 RandStreet,Dallas,Texas,17001,1-452-490-8578 x82924,673-480-4470,Class A,Title Test,Active,12/26/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
