Type,Family/Tier,Relationship,Email,SSN,BirthDate,LastName,FirstName,Suffix,Gender,Street,City,State,ZipCode,MobilePhone,Phone,Eligibility Class,Title,Status,Date Of Hire,Effective Date,Benefit,Severe,Catastrophic,Mental,Chronic,Received Date
Employee,Employee,Primary,Roslyn.Durgan65@yahoo.com,211-14-9948,5/4/1954,Daugherty,Bridie,,F,123 RandStreet,Dallas,Texas,17001,(459) 832-9930 x966,946-274-0005,Class A,Title Test,Active,3/5/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Gina5@hotmail.com,308-82-3954,11/14/1970,Kautzer,Tanya,,F,123 RandStreet,Dallas,Texas,17001,805-513-6223 x583,053-799-3120,Class A,Title Test,Active,4/4/2019,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Alicia_Bashirian@gmail.com,127-65-9059,7/13/1946,McLaughlin,Toy,,F,123 RandStreet,Dallas,Texas,17001,1-887-611-6794 x2409,468-997-1180,Class A,Title Test,Active,11/22/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Antoinette.Strosin@gmail.com,337-51-1126,3/20/1943,Keeling,Ethan,,F,123 RandStreet,Dallas,Texas,17001,1-787-874-2340 x35759,654-121-7758,Class A,Title Test,Active,5/4/2022,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Ariane.Wisozk-Renner6@gmail.com,997-15-9020,7/30/1944,McCullough,Roslyn,,M,123 RandStreet,Dallas,Texas,17001,961-362-0057 x3020,235-559-6668,Class A,Title Test,Active,1/1/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Kavon25@gmail.com,938-96-4584,3/18/1997,Osinski,Everardo,,M,123 RandStreet,Dallas,Texas,17001,(625) 368-1288,353-139-6445,Class A,Title Test,Active,2/21/2023,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Lilliana.Hermann95@yahoo.com,021-41-3856,12/4/1979,Rice,Colin,,F,123 RandStreet,Dallas,Texas,17001,1-619-768-2639 x698,453-461-1684,Class A,Title Test,Active,12/1/2016,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Wayne_West@yahoo.com,918-28-0427,9/20/1972,Upton,Pink,,F,123 RandStreet,Dallas,Texas,17001,(371) 637-9730,468-111-3352,Class A,Title Test,Active,11/4/2024,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Savanah_Windler5@hotmail.com,317-78-0577,5/13/1972,Schiller,Lilian,,M,123 RandStreet,Dallas,Texas,17001,720.618.9419 x32846,138-909-7704,Class A,Title Test,Active,6/11/2021,6/1/26,500,1500,3000,2000,1000,01/13/2021
Employee,Employee,Primary,Evie83@hotmail.com,778-06-7613,4/24/1976,Mills,Bettie,,F,123 RandStreet,Dallas,Texas,17001,1-242-530-3074 x11844,380-338-3046,Class A,Title Test,Active,8/22/2015,6/1/26,500,1500,3000,2000,1000,01/13/2021
